Data as of,Start Date,End Date,State,County Name,Urban Rural Code,FIPS State,FIPS County,FIPS Code,Indicator,Total deaths,COVID-19 Deaths,Non-Hispanic White,Non-Hispanic Black,Non-Hispanic American Indian or Alaska Native,Non-Hispanic Asian,Non-Hispanic Native Hawaiian or Other Pacific Islander,Hispanic,Other,Urban Rural Description,Footnote
09/27/2023,01/01/2020,09/23/2023,MO,Jasper County,4,29,97,29097,Distribution of all-cause deaths (%),3562,156,0.957,0.015,0.008,0.004,,0.013,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,MO,Jasper County,4,29,97,29097,Distribution of COVID-19 deaths (%),3562,156,0.936,,,,,,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,MO,Jasper County,4,29,97,29097,Distribution of population (%),3562,156,0.833,0.02,0.015,0.012,0.003,0.086,0.031,Small metro,
09/27/2023,01/01/2020,09/23/2023,MO,Jefferson County,2,29,99,29099,Distribution of all-cause deaths (%),6550,511,0.975,0.015,,0.002,,0.005,0.002,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,MO,Jefferson County,2,29,99,29099,Distribution of COVID-19 deaths (%),6550,511,0.971,0.022,,,,,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,MO,Jefferson County,2,29,99,29099,Distribution of population (%),6550,511,0.94,0.011,0.003,0.008,0,0.022,0.016,Large fringe metro,
09/27/2023,01/01/2020,09/23/2023,MO,Laclede County,5,29,105,29105,Distribution of all-cause deaths (%),1426,101,0.976,0.01,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,MO,Laclede County,5,29,105,29105,Distribution of COVID-19 deaths (%),1426,101,0.95,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,MO,Laclede County,5,29,105,29105,Distribution of population (%),1426,101,0.928,0.009,0.007,0.006,0.001,0.027,0.022,Micropolitan,
09/27/2023,01/01/2020,09/23/2023,MO,Lawrence County,6,29,109,29109,Distribution of all-cause deaths (%),1531,102,0.982,,,,,0.007,,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,MO,Lawrence County,6,29,109,29109,Distribution of COVID-19 deaths (%),1531,102,0.98,,,,,,,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,MO,Lawrence County,6,29,109,29109,Distribution of population (%),1531,102,0.882,0.005,0.008,0.005,0,0.081,0.018,Noncore,
09/27/2023,01/01/2020,09/23/2023,MO,Marion County,5,29,127,29127,Distribution of all-cause deaths (%),1666,185,0.949,0.042,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,MO,Marion County,5,29,127,29127,Distribution of COVID-19 deaths (%),1666,185,0.935,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,MO,Marion County,5,29,127,29127,Distribution of population (%),1666,185,0.899,0.046,0.002,0.007,0.001,0.019,0.026,Micropolitan,
09/27/2023,01/01/2020,09/23/2023,MO,Newton County,4,29,145,29145,Distribution of all-cause deaths (%),6742,898,0.934,0.009,0.023,0.004,0.007,0.015,0.007,Small metro,
09/27/2023,01/01/2020,09/23/2023,MO,Newton County,4,29,145,29145,Distribution of COVID-19 deaths (%),6742,898,0.908,,0.031,,,0.03,0.014,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,MO,Newton County,4,29,145,29145,Distribution of population (%),6742,898,0.853,0.009,0.024,0.014,0.011,0.057,0.032,Small metro,
09/27/2023,01/01/2020,09/23/2023,MO,Pettis County,5,29,159,29159,Distribution of all-cause deaths (%),1829,187,0.954,0.025,,,,0.014,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,MO,Pettis County,5,29,159,29159,Distribution of COVID-19 deaths (%),1829,187,0.952,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,MO,Pettis County,5,29,159,29159,Distribution of population (%),1829,187,0.837,0.032,0.003,0.008,0.003,0.092,0.025,Micropolitan,
09/27/2023,01/01/2020,09/23/2023,MO,Phelps County,5,29,161,29161,Distribution of all-cause deaths (%),2392,321,0.968,0.015,,,,0.006,0.004,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,MO,Phelps County,5,29,161,29161,Distribution of COVID-19 deaths (%),2392,321,0.95,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,MO,Phelps County,5,29,161,29161,Distribution of population (%),2392,321,0.886,0.021,0.007,0.035,0.001,0.028,0.022,Micropolitan,
09/27/2023,01/01/2020,09/23/2023,MO,Platte County,2,29,165,29165,Distribution of all-cause deaths (%),2613,195,0.908,0.047,,0.01,,0.024,0.005,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,MO,Platte County,2,29,165,29165,Distribution of COVID-19 deaths (%),2613,195,0.867,0.072,,,,,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,MO,Platte County,2,29,165,29165,Distribution of population (%),2613,195,0.796,0.077,0.004,0.029,0.005,0.066,0.024,Large fringe metro,
09/27/2023,01/01/2020,09/23/2023,MO,Polk County,3,29,167,29167,Distribution of all-cause deaths (%),1483,166,0.977,,,,,0.011,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,MO,Polk County,3,29,167,29167,Distribution of COVID-19 deaths (%),1483,166,0.982,,,,,,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,MO,Polk County,3,29,167,29167,Distribution of population (%),1483,166,0.932,0.009,0.007,0.008,0,0.027,0.016,Medium metro,
09/27/2023,01/01/2020,09/23/2023,MO,St. Charles County,2,29,183,29183,Distribution of all-cause deaths (%),12363,1069,0.936,0.043,0.001,0.007,,0.008,0.004,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,MO,St. Charles County,2,29,183,29183,Distribution of COVID-19 deaths (%),12363,1069,0.92,0.061,,,,,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,MO,St. Charles County,2,29,183,29183,Distribution of population (%),12363,1069,0.862,0.053,0.002,0.028,0,0.035,0.02,Large fringe metro,
09/27/2023,01/01/2020,09/23/2023,MO,St. Francois County,5,29,187,29187,Distribution of all-cause deaths (%),3056,202,0.975,0.018,,,,0.004,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,MO,St. Francois County,5,29,187,29187,Distribution of COVID-19 deaths (%),3056,202,0.98,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,MO,St. Francois County,5,29,187,29187,Distribution of population (%),3056,202,0.921,0.041,0.004,0.004,0.001,0.017,0.013,Micropolitan,
09/27/2023,01/01/2020,09/23/2023,MO,St. Louis County,2,29,189,29189,Distribution of all-cause deaths (%),51204,4719,0.76,0.216,0.001,0.01,,0.01,0.004,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,MO,St. Louis County,2,29,189,29189,Distribution of COVID-19 deaths (%),51204,4719,0.739,0.232,,0.01,,0.015,0.003,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,MO,St. Louis County,2,29,189,29189,Distribution of population (%),51204,4719,0.648,0.249,0.002,0.048,0,0.031,0.022,Large fringe metro,
09/27/2023,01/01/2020,09/23/2023,MO,Scott County,5,29,201,29201,Distribution of all-cause deaths (%),1786,160,0.876,0.115,,,,0.006,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,MO,Scott County,5,29,201,29201,Distribution of COVID-19 deaths (%),1786,160,0.812,0.162,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,MO,Scott County,5,29,201,29201,Distribution of population (%),1786,160,0.827,0.119,0.003,0.004,0,0.027,0.019,Micropolitan,
09/27/2023,01/01/2020,09/23/2023,MO,Taney County,5,29,213,29213,Distribution of all-cause deaths (%),2624,175,0.961,0.008,0.005,,,0.016,0.007,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,MO,Taney County,5,29,213,29213,Distribution of COVID-19 deaths (%),2624,175,0.96,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,MO,Taney County,5,29,213,29213,Distribution of population (%),2624,175,0.879,0.016,0.008,0.011,0.001,0.064,0.021,Micropolitan,
09/27/2023,01/01/2020,09/23/2023,MO,St. Louis city,1,29,510,29510,Distribution of all-cause deaths (%),19185,1275,0.527,0.439,0.001,0.009,,0.015,0.008,Large central metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,MO,St. Louis city,1,29,510,29510,Distribution of COVID-19 deaths (%),19185,1275,0.531,0.413,,0.017,,0.031,,Large central metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,MO,St. Louis city,1,29,510,29510,Distribution of population (%),19185,1275,0.45,0.445,0.002,0.035,0,0.043,0.025,Large central metro,
09/27/2023,01/01/2020,09/23/2023,MS,Adams County,5,28,1,28001,Distribution of all-cause deaths (%),1531,170,0.44,0.549,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,MS,Adams County,5,28,1,28001,Distribution of COVID-19 deaths (%),1531,170,0.447,0.547,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,MS,Adams County,5,28,1,28001,Distribution of population (%),1531,170,0.36,0.527,0.003,0.006,0,0.095,0.009,Micropolitan,
09/27/2023,01/01/2020,09/23/2023,MS,Alcorn County,5,28,3,28003,Distribution of all-cause deaths (%),2285,288,0.89,0.098,,,,0.009,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,MS,Alcorn County,5,28,3,28003,Distribution of COVID-19 deaths (%),2285,288,0.847,0.128,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,MS,Alcorn County,5,28,3,28003,Distribution of population (%),2285,288,0.823,0.124,0.003,0.005,0,0.035,0.011,Micropolitan,
09/27/2023,01/01/2020,09/23/2023,MS,Bolivar County,5,28,11,28011,Distribution of all-cause deaths (%),1378,101,0.359,0.628,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,MS,Bolivar County,5,28,11,28011,Distribution of COVID-19 deaths (%),1378,101,0.356,0.634,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,MS,Bolivar County,5,28,11,28011,Distribution of population (%),1378,101,0.321,0.638,0.001,0.01,0,0.023,0.006,Micropolitan,
09/27/2023,01/01/2020,09/23/2023,MS,DeSoto County,2,28,33,28033,Distribution of all-cause deaths (%),7163,972,0.719,0.256,,0.008,,0.013,0.003,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,MS,DeSoto County,2,28,33,28033,Distribution of COVID-19 deaths (%),7163,972,0.654,0.314,,,,0.022,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,MS,DeSoto County,2,28,33,28033,Distribution of population (%),7163,972,0.605,0.311,0.002,0.016,0,0.051,0.015,Large fringe metro,
09/27/2023,01/01/2020,09/23/2023,MS,Forrest County,4,28,35,28035,Distribution of all-cause deaths (%),6184,836,0.711,0.275,0.002,0.002,,0.008,0.002,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,MS,Forrest County,4,28,35,28035,Distribution of COVID-19 deaths (%),6184,836,0.681,0.301,,,,0.012,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,MS,Forrest County,4,28,35,28035,Distribution of population (%),6184,836,0.569,0.373,0.002,0.011,0,0.032,0.013,Small metro,
09/27/2023,01/01/2020,09/23/2023,MS,Grenada County,5,28,43,28043,Distribution of all-cause deaths (%),1175,121,0.622,0.374,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,MS,Grenada County,5,28,43,28043,Distribution of COVID-19 deaths (%),1175,121,0.529,0.463,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,MS,Grenada County,5,28,43,28043,Distribution of population (%),1175,121,0.538,0.429,0.003,0.005,0,0.016,0.01,Micropolitan,
09/27/2023,01/01/2020,09/23/2023,MS,Harrison County,3,28,47,28047,Distribution of all-cause deaths (%),10132,887,0.77,0.194,0.001,0.016,,0.015,0.003,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,MS,Harrison County,3,28,47,28047,Distribution of COVID-19 deaths (%),10132,887,0.725,0.228,,0.02,,0.024,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,MS,Harrison County,3,28,47,28047,Distribution of population (%),10132,887,0.628,0.258,0.004,0.028,0.001,0.055,0.026,Medium metro,
09/27/2023,01/01/2020,09/23/2023,MS,Hinds County,3,28,49,28049,Distribution of all-cause deaths (%),18330,2123,0.436,0.545,0.006,0.004,,0.008,0.002,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
